cpu thread used:  1
***********************************************************
[INFO] TRAINING ON RANDOM INSTANCES: portfolio
[INFO] n_items: 20
[INFO] lambda_1: 1
[INFO] lambda_2: 5
[INFO] lambda_3: 5
[INFO] lambda_4: 5
[INFO] capacity_ratio: 0.500000
[INFO] seed: 1
***********************************************************
[INFO] TRAINING PARAMETERS
[INFO] algorithm: DQN
[INFO] batch_size: 64
[INFO] learning_rate: 0.000010
[INFO] hidden_layer: 2
[INFO] latent_dim: 128
[INFO] softmax_beta: 10
[INFO] time_limit: 172800
[INFO] n_step: -1
***********************************************************
***********************************************************
[INFO] NUMBER OF FEATURES
[INFO] n_feat: 9
***********************************************************
[INFO] Memory Initialized
[INFO] iter time avg_reward avg_profit loss beta
[DATA] 0 17.11 45.97316391544672 45.973163915446705 0.36479999999999996 0.0
[DATA] 10 26.62 29.26424587516371 29.264245875163706 0.20549999999999996 0.018
[DATA] 20 35.96 54.58558896878672 54.58558896878671 0.21379999999999993 0.038
[DATA] 30 45.19 52.128550560501026 52.128550560501004 0.18929999999999997 0.057999999999999996
[DATA] 40 54.77 52.128550560501026 52.128550560501004 0.1814 0.078
[DATA] 50 64.31 45.2973073373399 45.2973073373399 0.1783 0.098
[DATA] 60 73.67 52.35034491186225 52.35034491186223 0.1735 0.118
[DATA] 70 83.04 67.17557063476549 67.1755706347655 0.19170000000000004 0.138
[DATA] 80 92.39 56.4681626954663 56.468162695466305 0.1959 0.15800000000000003
[DATA] 90 101.66 52.128550560501026 52.128550560501004 0.18550000000000003 0.178
[DATA] 100 111.12 52.128550560501026 52.128550560501004 0.18309999999999998 0.198
[DATA] 200 166.24 52.128550560501026 52.128550560501004 0.1776 0.398
[DATA] 300 222.74 67.62728975319249 67.62728975319249 0.16720000000000002 0.598
[DATA] 400 287.06 51.73536118860995 51.73536118860993 0.16390000000000002 0.7979999999999999
[DATA] 500 343.68 52.128550560501026 52.128550560501004 0.1477 0.998
[DATA] 600 400.2 52.128550560501026 52.128550560501004 0.1509 1.198
[DATA] 700 456.13 66.53377001780446 66.53377001780446 0.14279999999999998 1.3980000000000001
[DATA] 800 513.24 64.2953053135184 64.29530531351838 0.13090000000000002 1.5979999999999999
[DATA] 900 570.7 55.629136379539496 55.629136379539496 0.12969999999999998 1.7979999999999998
[DATA] 1000 627.3 56.12515381618657 56.12515381618657 0.13269999999999998 1.998
[DATA] 1100 684.68 61.631355482789274 61.631355482789274 0.1318 2.198
[DATA] 1200 747.88 59.21155223869098 59.21155223869096 0.12060000000000001 2.398
[DATA] 1300 804.89 64.3214899123652 64.32148991236518 0.1205 2.598
[DATA] 1400 861.6 66.71420694188242 66.71420694188241 0.1266 2.798
[DATA] 1500 917.55 63.88658962891334 63.886589628913335 0.11559999999999998 2.998
[DATA] 1600 973.4 66.46818649885208 66.46818649885208 0.11780000000000002 3.1979999999999995
[DATA] 1700 1029.31 77.19091614866376 77.19091614866375 0.11789999999999999 3.3979999999999997
[DATA] 1800 1084.92 81.90387303580566 81.90387303580565 0.1011 3.598
[DATA] 1900 1140.79 72.60976115002701 72.60976115002701 0.1105 3.798
[DATA] 2000 1203.54 80.60336292470204 80.60336292470203 0.1035 3.9979999999999998
[DATA] 2100 1259.17 80.2486190908847 80.24861909088472 0.107 4.198
[DATA] 2200 1314.49 90.66402908453918 90.66402908453918 0.09370000000000002 4.398000000000001
[DATA] 2300 1369.23 97.49270804915223 97.49270804915223 0.09519999999999999 4.598
[DATA] 2400 1424.43 111.80075470934287 111.80075470934287 0.0912 4.798
[DATA] 2500 1480.24 101.52951580448403 101.52951580448403 0.0909 4.998
[DATA] 2600 1536.61 105.46887240719894 105.46887240719896 0.0898 5.198
[DATA] 2700 1592.05 110.5921243970865 110.5921243970865 0.0938 5.398
[DATA] 2800 1653.34 119.19117577515416 119.19117577515419 0.07939999999999998 5.598
[DATA] 2900 1711.4 110.30119655115477 110.30119655115477 0.07700000000000001 5.798
[DATA] 3000 1767.23 116.13354458791753 116.13354458791751 0.0774 5.998
[DATA] 3100 1823.2 136.53068443320308 136.53068443320305 0.0844 6.198
[DATA] 3200 1879.22 120.79996390875036 120.79996390875039 0.0823 6.398000000000001
[DATA] 3300 1935.2 126.4285157334094 126.42851573340938 0.07590000000000001 6.598000000000001
[DATA] 3400 1991.09 143.98363954675852 143.98363954675852 0.08000000000000002 6.798
[DATA] 3500 2046.88 147.22312698425407 147.22312698425404 0.08320000000000001 6.997999999999999
[DATA] 3600 2105.52 142.82518139315806 142.82518139315806 0.08399999999999999 7.198
[DATA] 3700 2165.65 152.53799694743066 152.53799694743068 0.0805 7.398
[DATA] 3800 2221.47 151.28498017607797 151.28498017607797 0.07420000000000002 7.598000000000001
[DATA] 3900 2277.76 149.65942182359208 149.65942182359208 0.0719 7.798
[DATA] 4000 2333.65 153.42813728074054 153.42813728074054 0.07749999999999999 7.997999999999999
[DATA] 4100 2389.0 156.75450651267644 156.75450651267647 0.0765 8.198
[DATA] 4200 2444.83 159.26064138680337 159.26064138680334 0.0766 8.398
[DATA] 4300 2499.79 148.88280384307663 148.88280384307663 0.07390000000000001 8.598
[DATA] 4400 2556.51 162.33370811794265 162.3337081179427 0.0716 8.798
[DATA] 4500 2616.89 179.1847727802872 179.1847727802872 0.0699 8.998000000000001
[DATA] 4600 2672.89 177.5348740180736 177.5348740180736 0.0835 9.198
[DATA] 4700 2728.83 181.159198480754 181.15919848075396 0.07349999999999998 9.398
[DATA] 4800 2784.06 176.0339506446133 176.0339506446133 0.0705 9.597999999999999
[DATA] 4900 2839.01 192.89692366497832 192.89692366497832 0.0773 9.798
[DATA] 5000 2894.66 198.0844302832807 198.08443028328077 0.0726 9.998000000000001
[DATA] 5100 2950.16 210.3222653206397 210.3222653206397 0.07560000000000001 10
[DATA] 5200 3005.56 207.11149554602378 207.11149554602378 0.0688 10
[DATA] 5300 3067.08 205.24588772861563 205.24588772861563 0.06989999999999999 10
[DATA] 5400 3123.04 221.94175491438077 221.9417549143808 0.08009999999999999 10
[DATA] 5500 3178.67 206.99383502268861 206.99383502268861 0.06790000000000002 10
[DATA] 5600 3235.24 196.6008745827388 196.6008745827388 0.07160000000000001 10
[DATA] 5700 3294.57 221.97499557021465 221.97499557021467 0.07350000000000001 10
[DATA] 5800 3351.08 231.3408664498997 231.34086644989972 0.0695 10
[DATA] 5900 3406.94 173.26529977998038 173.26529977998038 0.0674 10
[DATA] 6000 3463.08 245.9855254129438 245.98552541294376 0.07010000000000001 10
[DATA] 6100 3520.04 251.23905526910784 251.2390552691079 0.06029999999999999 10
[DATA] 6200 3580.42 243.47888179630684 243.47888179630684 0.061599999999999995 10
[DATA] 6300 3636.21 261.1851280784646 261.1851280784646 0.06369999999999999 10
[DATA] 6400 3692.44 249.28807602684782 249.28807602684788 0.060300000000000006 10
[DATA] 6500 3749.27 262.0123011376376 262.0123011376376 0.05930000000000001 10
[DATA] 6600 3805.17 251.58686322950243 251.58686322950243 0.0561 10
[DATA] 6700 3861.9 267.4963859345135 267.49638593451346 0.054099999999999995 10
[DATA] 6800 3917.94 264.0659284629146 264.0659284629146 0.05450000000000001 10
[DATA] 6900 3973.99 277.0213430331006 277.0213430331006 0.05320000000000001 10
[DATA] 7000 4035.35 243.69920233681086 243.69920233681086 0.051100000000000007 10
[DATA] 7100 4091.14 274.9160618605151 274.9160618605151 0.05359999999999999 10
[DATA] 7200 4146.54 255.51896388801114 255.51896388801114 0.0519 10
[DATA] 7300 4201.88 277.85811185530406 277.85811185530406 0.048 10
[DATA] 7400 4258.08 284.86525057553877 284.86525057553877 0.0521 10
[DATA] 7500 4314.34 289.7137520032267 289.7137520032267 0.0472 10
[DATA] 7600 4370.36 275.71040470050497 275.71040470050497 0.047799999999999995 10
[DATA] 7700 4426.96 278.63196503600386 278.63196503600386 0.045499999999999985 10
[DATA] 7800 4487.68 268.8792426962619 268.8792426962618 0.04649999999999999 10
[DATA] 7900 4544.8 282.8561395764103 282.8561395764103 0.044500000000000005 10
[DATA] 8000 4600.73 241.2860700883327 241.2860700883327 0.04729999999999999 10
[DATA] 8100 4658.01 256.30635510648307 256.30635510648307 0.0413 10
[DATA] 8200 4714.36 284.3840468787962 284.3840468787962 0.041400000000000006 10
[DATA] 8300 4770.51 273.39408763963735 273.39408763963735 0.039099999999999996 10
[DATA] 8400 4826.4 275.7326774702162 275.7326774702162 0.0406 10
[DATA] 8500 4882.87 287.2740935980129 287.27409359801294 0.0395 10
[DATA] 8600 4940.96 284.4360117224071 284.4360117224071 0.038700000000000005 10
[DATA] 8700 5003.51 280.93888424223474 280.93888424223474 0.040899999999999985 10
[DATA] 8800 5060.04 275.29531738479034 275.29531738479034 0.038000000000000006 10
[DATA] 8900 5115.71 281.05422101599663 281.05422101599663 0.040799999999999996 10
[DATA] 9000 5171.62 286.1452956026292 286.1452956026292 0.0383 10
[DATA] 9100 5227.34 277.16777323321645 277.16777323321645 0.0393 10
[DATA] 9200 5283.21 282.71834545158646 282.7183454515864 0.034 10
[DATA] 9300 5339.33 291.1664162042267 291.1664162042267 0.0358 10
[DATA] 9400 5394.92 288.866713336884 288.86671333688406 0.038599999999999995 10
[DATA] 9500 5451.28 265.7986255836281 265.7986255836281 0.03439999999999999 10
[DATA] 9600 5515.05 279.76257649835964 279.76257649835964 0.034100000000000005 10
[DATA] 9700 5572.04 269.67470089424296 269.67470089424296 0.0351 10
[DATA] 9800 5628.38 284.53933626068664 284.53933626068664 0.03429999999999999 10
[DATA] 9900 5684.79 273.0596206140888 273.0596206140888 0.032 10
[DATA] 10000 5741.05 262.5471574794348 262.5471574794348 0.035899999999999994 10
[DATA] 10100 5797.15 285.29352264590756 285.29352264590756 0.0319 10
[DATA] 10200 5852.51 281.78459898594815 281.78459898594826 0.0332 10
[DATA] 10300 5908.62 269.1125268486174 269.11252684861734 0.0358 10
[DATA] 10400 5968.77 282.30582276514735 282.30582276514735 0.03219999999999999 10
[DATA] 10500 6025.77 279.7533659150016 279.7533659150016 0.033699999999999994 10
[DATA] 10600 6081.68 278.2079777893223 278.2079777893223 0.0332 10
[DATA] 10700 6137.65 281.6201496606733 281.6201496606733 0.030099999999999995 10
[DATA] 10800 6194.89 280.0140478766349 280.01404787663495 0.0349 10
[DATA] 10900 6250.92 273.328245872427 273.328245872427 0.033 10
[DATA] 11000 6307.25 281.14367989780914 281.14367989780914 0.034100000000000005 10
[DATA] 11100 6363.22 273.28204895527693 273.28204895527693 0.032100000000000004 10
[DATA] 11200 6422.24 288.64964248948274 288.64964248948274 0.031700000000000006 10
[DATA] 11300 6481.46 281.33975469306824 281.33975469306824 0.030899999999999997 10
[DATA] 11400 6538.01 272.3412340266583 272.34123402665824 0.0303 10
[DATA] 11500 6594.27 278.36111557523014 278.3611155752301 0.0308 10
[DATA] 11600 6650.8 283.94741597549984 283.94741597549984 0.0327 10
[DATA] 11700 6707.12 272.6094103894615 272.6094103894615 0.0327 10
[DATA] 11800 6763.22 269.89300412232745 269.89300412232734 0.0308 10
[DATA] 11900 6819.43 286.12688991878224 286.1268899187821 0.031700000000000006 10
[DATA] 12000 6877.04 277.4568081990871 277.4568081990871 0.031700000000000006 10
[DATA] 12100 6936.7 280.54165689813624 280.54165689813624 0.0326 10
[DATA] 12200 6992.42 266.95695860590325 266.95695860590325 0.0295 10
[DATA] 12300 7048.5 290.80357346677516 290.80357346677516 0.0327 10
[DATA] 12400 7104.38 288.8852347994184 288.8852347994184 0.029199999999999997 10
[DATA] 12500 7160.53 265.4921152660179 265.4921152660179 0.031 10
[DATA] 12600 7216.55 264.9074087478924 264.9074087478924 0.0277 10
[DATA] 12700 7273.16 279.9722936815747 279.9722936815747 0.031700000000000006 10
[DATA] 12800 7329.39 262.69892518676704 262.698925186767 0.030099999999999995 10
[DATA] 12900 7394.49 269.3065681062809 269.3065681062809 0.027999999999999997 10
[DATA] 13000 7451.33 283.5422428108169 283.5422428108169 0.030699999999999998 10
[DATA] 13100 7508.31 283.2135727907889 283.2135727907889 0.028 10
[DATA] 13200 7564.87 274.2404514226708 274.2404514226708 0.036000000000000004 10
[DATA] 13300 7622.18 261.6803242839079 261.6803242839079 0.0322 10
[DATA] 13400 7678.84 260.5041756636129 260.5041756636129 0.0294 10
[DATA] 13500 7735.28 270.2791956219061 270.2791956219061 0.0316 10
[DATA] 13600 7792.12 279.1778450603869 279.1778450603869 0.0291 10
[DATA] 13700 7853.48 268.87846159480836 268.8784615948083 0.0293 10
[DATA] 13800 7912.34 239.34599688565532 239.34599688565532 0.030299999999999994 10
[DATA] 13900 7968.02 272.7271684444117 272.7271684444117 0.031200000000000002 10
[DATA] 14000 8024.06 279.7449161713725 279.74491617137244 0.032 10
[DATA] 14100 8080.24 273.382886208466 273.382886208466 0.0329 10
[DATA] 14200 8136.46 268.3084957617725 268.3084957617725 0.0327 10
[DATA] 14300 8193.11 283.25036101123374 283.2503610112337 0.0341 10
[DATA] 14400 8249.77 268.40884009335093 268.40884009335093 0.036800000000000006 10
[DATA] 14500 8310.06 278.4991714702647 278.4991714702647 0.0319 10
[DATA] 14600 8368.27 247.66819669928694 247.668196699287 0.0352 10
[DATA] 14700 8424.34 282.0670920110745 282.0670920110745 0.0317 10
[DATA] 14800 8481.31 288.99297356807807 288.99297356807807 0.029599999999999994 10
[DATA] 14900 8538.11 282.0386771212826 282.0386771212826 0.037899999999999996 10
[DATA] 15000 8595.6 265.9924739076881 265.9924739076881 0.032600000000000004 10
[DATA] 15100 8652.33 281.2340264852556 281.2340264852556 0.0315 10
[DATA] 15200 8708.9 284.8368139726443 284.8368139726443 0.0354 10
[DATA] 15300 8766.98 283.9121179882642 283.91211798826413 0.0344 10
[DATA] 15400 8827.19 277.93792168125475 277.93792168125475 0.032799999999999996 10
[DATA] 15500 8883.23 280.52128168626115 280.5212816862611 0.0309 10
[DATA] 15600 8939.17 286.27558852454536 286.27558852454536 0.036199999999999996 10
[DATA] 15700 8995.79 266.09235678837655 266.09235678837655 0.030299999999999994 10
[DATA] 15800 9052.78 282.5325245291537 282.5325245291537 0.032900000000000006 10
[DATA] 15900 9108.9 250.39227186915724 250.39227186915724 0.03190000000000001 10
[DATA] 16000 9165.36 272.97655444404825 272.97655444404825 0.033 10
[DATA] 16100 9222.2 285.43856712594066 285.43856712594066 0.031999999999999994 10
[DATA] 16200 9283.85 280.2496516095652 280.2496516095652 0.034100000000000005 10
[DATA] 16300 9339.94 279.12868642163977 279.12868642163977 0.03389999999999999 10
[DATA] 16400 9396.41 262.983737419059 262.983737419059 0.030900000000000004 10
[DATA] 16500 9452.69 276.6438706040469 276.643870604047 0.0336 10
[DATA] 16600 9508.36 284.1723042006352 284.1723042006352 0.03219999999999999 10
[DATA] 16700 9564.55 286.78392636618486 286.7839263661849 0.033400000000000006 10
[DATA] 16800 9620.39 276.78232914918624 276.78232914918624 0.033 10
[DATA] 16900 9676.74 284.56819225887614 284.56819225887614 0.030899999999999997 10
[DATA] 17000 9741.71 281.86378574595204 281.86378574595204 0.033299999999999996 10
[DATA] 17100 9799.27 283.68472400305905 283.68472400305905 0.03560000000000001 10
[DATA] 17200 9859.39 288.41605010153233 288.4160501015323 0.0313 10
[DATA] 17300 9917.83 283.633536775224 283.633536775224 0.030099999999999995 10
[DATA] 17400 9979.47 270.56053142891255 270.56053142891255 0.0329 10
[DATA] 17500 10041.23 286.8617074747145 286.86170747471436 0.030200000000000005 10
[DATA] 17600 10101.99 270.2000438702047 270.20004387020475 0.03150000000000001 10
[DATA] 17700 10164.93 277.66318146599167 277.66318146599167 0.03120000000000001 10
[DATA] 17800 10228.36 277.7192007166776 277.7192007166776 0.03119999999999999 10
[DATA] 17900 10289.55 281.8625581443313 281.8625581443313 0.0315 10
[DATA] 18000 10351.39 285.43551722349673 285.43551722349673 0.0315 10
[DATA] 18100 10412.39 277.2160542046732 277.2160542046732 0.0324 10
[DATA] 18200 10472.25 276.95491961778004 276.95491961778004 0.029699999999999997 10
[DATA] 18300 10528.41 273.4501581815985 273.4501581815985 0.030699999999999998 10
[DATA] 18400 10584.97 273.6904137696946 273.6904137696946 0.031799999999999995 10
[DATA] 18500 10644.82 272.7818355286718 272.7818355286718 0.030799999999999998 10
[DATA] 18600 10703.35 289.6205590675289 289.6205590675289 0.0327 10
[DATA] 18700 10759.69 277.9249628176359 277.92496281763584 0.03219999999999999 10
[DATA] 18800 10820.8 257.81950419665185 257.8195041966518 0.0312 10
[DATA] 18900 10882.22 282.65972894323346 282.6597289432334 0.030199999999999998 10
[DATA] 19000 10938.25 287.93352905923496 287.93352905923496 0.0299 10
[DATA] 19100 10995.18 292.48632570783866 292.48632570783866 0.0327 10
[DATA] 19200 11051.28 272.7808141172582 272.7808141172582 0.0332 10
[DATA] 19300 11109.84 277.6260115051897 277.6260115051897 0.031799999999999995 10
[DATA] 19400 11169.82 284.5125226645283 284.5125226645283 0.030000000000000002 10
[DATA] 19500 11226.07 291.69873749622093 291.69873749622093 0.0348 10
[DATA] 19600 11282.84 280.18162378723594 280.18162378723594 0.0334 10
[DATA] 19700 11339.17 280.24572973184877 280.24572973184877 0.032999999999999995 10
[DATA] 19800 11395.85 265.40431520648553 265.4043152064855 0.0322 10
[DATA] 19900 11451.77 281.4636159486649 281.4636159486649 0.0327 10
[DATA] 20000 11508.56 282.5530344261808 282.5530344261808 0.0323 10
[DATA] 20100 11565.66 278.1572151392237 278.15721513922375 0.0333 10
[DATA] 20200 11626.92 282.09015305093476 282.09015305093476 0.031799999999999995 10
[DATA] 20300 11683.62 278.66237501001086 278.66237501001086 0.0319 10
[DATA] 20400 11740.42 281.030021517481 281.03002151748103 0.0326 10
[DATA] 20500 11797.12 286.6276098112867 286.6276098112867 0.0326 10
[DATA] 20600 11853.43 269.4728041450469 269.4728041450469 0.032299999999999995 10
[DATA] 20700 11911.12 286.06733360774626 286.0673336077463 0.030400000000000003 10
[DATA] 20800 11968.36 281.52848402392294 281.5284840239229 0.031799999999999995 10
[DATA] 20900 12027.36 279.63238697907536 279.63238697907536 0.03019999999999999 10
[DATA] 21000 12089.19 274.39647755050595 274.39647755050595 0.028200000000000006 10
[DATA] 21100 12146.7 262.3972752552079 262.3972752552079 0.031 10
[DATA] 21200 12204.05 284.28526456333077 284.2852645633309 0.0299 10
[DATA] 21300 12260.8 273.43981995555345 273.43981995555345 0.029500000000000002 10
[DATA] 21400 12316.95 274.8538893169004 274.8538893169004 0.0312 10
[DATA] 21500 12373.46 291.8361069575264 291.83610695752634 0.030799999999999998 10
[DATA] 21600 12429.98 249.49804340442395 249.49804340442392 0.0319 10
[DATA] 21700 12486.36 291.39623166902743 291.39623166902743 0.0305 10
[DATA] 21800 12547.14 283.71195508005496 283.71195508005496 0.031599999999999996 10
[DATA] 21900 12604.73 270.0315912473627 270.0315912473627 0.0283 10
[DATA] 22000 12661.25 291.59907131273894 291.59907131273894 0.029799999999999993 10
[DATA] 22100 12717.41 297.3871281932584 297.3871281932584 0.031999999999999994 10
[DATA] 22200 12773.42 292.69135820880933 292.69135820880933 0.030699999999999998 10
[DATA] 22300 12828.99 296.6811516370572 296.6811516370572 0.030600000000000006 10
[DATA] 22400 12884.79 301.4380105246891 301.4380105246891 0.0325 10
[DATA] 22500 12940.84 285.6503581342908 285.6503581342908 0.030000000000000002 10
[DATA] 22600 13001.9 297.0565611994727 297.0565611994727 0.029099999999999994 10
[DATA] 22700 13062.95 275.45039621303744 275.45039621303744 0.0308 10
[DATA] 22800 13118.99 290.3482628188339 290.3482628188339 0.0344 10
[DATA] 22900 13174.31 294.22111313434397 294.22111313434414 0.027700000000000002 10
[DATA] 23000 13229.5 294.3558661694666 294.3558661694666 0.0293 10
[DATA] 23100 13284.69 285.4514118183945 285.4514118183945 0.0276 10
[DATA] 23200 13340.59 294.5321968526638 294.5321968526638 0.031200000000000006 10
[DATA] 23300 13396.45 290.14517780215823 290.14517780215823 0.027700000000000002 10
[DATA] 23400 13453.68 290.54120128287445 290.54120128287445 0.028000000000000004 10
[DATA] 23500 13516.79 273.94311414270584 273.94311414270584 0.028 10
[DATA] 23600 13572.18 281.2802538277609 281.2802538277609 0.028299999999999995 10
[DATA] 23700 13627.72 289.45140915148164 289.4514091514816 0.0285 10
[DATA] 23800 13683.24 283.5010220835056 283.5010220835055 0.0265 10
[DATA] 23900 13740.11 289.09330324321076 289.0933032432107 0.027999999999999997 10
[DATA] 24000 13795.8 292.5012508441559 292.5012508441559 0.0252 10
[DATA] 24100 13851.25 284.82047313525084 284.8204731352508 0.0315 10
[DATA] 24200 13906.65 295.9215020113677 295.9215020113676 0.027499999999999997 10
[DATA] 24300 13971.69 290.9938936864489 290.99389368644887 0.026899999999999997 10
[DATA] 24400 14027.62 290.9323501302091 290.93235013020904 0.0274 10
[DATA] 24500 14086.97 284.5687213097275 284.5687213097275 0.0256 10
[DATA] 24600 14148.62 275.21717725771873 275.2171772577188 0.0276 10
[DATA] 24700 14205.23 287.4310348084055 287.4310348084055 0.026699999999999995 10
[DATA] 24800 14260.46 288.13005774093324 288.13005774093324 0.0283 10
[DATA] 24900 14316.21 292.73884554765567 292.73884554765567 0.0281 10
[DATA] 25000 14371.74 270.00323938713643 270.0032393871365 0.029199999999999993 10
[DATA] 25100 14427.06 284.6919857803874 284.6919857803874 0.028499999999999998 10
[DATA] 25200 14484.49 283.0925727327344 283.0925727327345 0.0287 10
[DATA] 25300 14547.61 285.6177050005427 285.6177050005427 0.026699999999999998 10
[DATA] 25400 14603.7 296.84182773629954 296.84182773629954 0.029399999999999996 10
[DATA] 25500 14659.13 275.08614400950245 275.0861440095025 0.0276 10
[DATA] 25600 14714.68 276.8544175109445 276.8544175109445 0.029799999999999997 10
[DATA] 25700 14770.0 281.87241642876575 281.87241642876575 0.0301 10
[DATA] 25800 14826.09 292.00224857758434 292.00224857758434 0.0285 10
[DATA] 25900 14881.86 293.0401581657537 293.0401581657537 0.028999999999999998 10
[DATA] 26000 14937.23 259.3726958084663 259.3726958084663 0.0282 10
[DATA] 26100 15001.83 273.34519000130007 273.3451900013001 0.0275 10
[DATA] 26200 15057.27 284.67706743544187 284.67706743544187 0.0301 10
[DATA] 26300 15112.42 291.59032986012187 291.5903298601218 0.030299999999999997 10
[DATA] 26400 15167.69 281.2378439546177 281.2378439546177 0.0289 10
[DATA] 26500 15223.1 298.87857134656997 298.87857134656997 0.0275 10
